#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,735,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,predator,zoo-data,1
,,736,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,backbone,zoo-data,0
,,737,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,catsize,zoo-data,0
,,738,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,domestic,zoo-data,0
,,739,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,0,leopard,fins,zoo-data,0
,,740,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,milk,zoo-data,0
,,741,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,4,lynx,legs,zoo-data,0
,,742,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,domestic,zoo-data,0
,,743,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,fins,zoo-data,0
,,744,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,catsize,zoo-data,0
,,745,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,aquatic,zoo-data,0
,,746,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,7,lobster,type,zoo-data,0
,,747,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,breathes,zoo-data,0
,,748,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,breathes,zoo-data,0
,,749,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,tail,zoo-data,0
,,750,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,catsize,zoo-data,0
,,751,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,domestic,zoo-data,0
,,752,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,2,gull,type,zoo-data,1
,,753,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,backbone,zoo-data,0
,,754,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,predator,zoo-data,0
,,755,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,tail,zoo-data,0
,,756,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,0,mink,fins,zoo-data,0
,,757,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,toothed,zoo-data,0
,,758,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,backbone,zoo-data,0
,,759,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,catsize,zoo-data,0
,,760,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,hair,zoo-data,0
,,761,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,type,zoo-data,0
,,762,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,toothed,zoo-data,0
,,763,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,breathes,zoo-data,0
,,764,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,milk,zoo-data,0
,,765,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,4,mink,legs,zoo-data,0
,,766,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,breathes,zoo-data,0
,,767,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,backbone,zoo-data,1
,,768,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,milk,zoo-data,0
,,769,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,hair,zoo-data,0
,,770,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,4,mole,legs,zoo-data,0
,,771,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,venomous,zoo-data,0
,,772,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,domestic,zoo-data,0
,,773,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,tail,zoo-data,0
,,774,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,toothed,zoo-data,0
,,775,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,0,wolf,feathers,zoo-data,0
,,776,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,aquatic,zoo-data,0
,,777,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,feathers,zoo-data,0
,,778,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,6,moth,type,zoo-data,1
,,779,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,tail,zoo-data,0
,,780,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,venomous,zoo-data,0
,,781,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,milk,zoo-data,0
,,782,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,breathes,zoo-data,0
,,783,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,0,wolf,eggs,zoo-data,0
,,784,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,legs,zoo-data,0
,,785,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,eggs,zoo-data,0
,,786,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,aquatic,zoo-data,0
,,787,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,milk,zoo-data,0
,,788,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,1,moth,hair,zoo-data,1
,,789,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,aquatic,zoo-data,0
,,790,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,fins,zoo-data,0
,,791,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,1,worm,eggs,zoo-data,0
,,792,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,hair,zoo-data,0
,,793,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,predator,zoo-data,0
,,794,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,toothed,zoo-data,0
,,795,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,fins,zoo-data,0
,,796,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,feathers,zoo-data,0
,,797,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,domestic,zoo-data,0
,,798,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,domestic,zoo-data,0
,,799,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,1,worm,breathes,zoo-data,0
,,800,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,tail,zoo-data,0
,,801,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,breathes,zoo-data,0
,,802,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,hair,zoo-data,0
,,803,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,hair,zoo-data,0
,,804,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,breathes,zoo-data,0
,,805,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,backbone,zoo-data,0
,,806,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,breathes,zoo-data,0
,,807,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,7,worm,type,zoo-data,0
,,808,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,eggs,zoo-data,0
,,809,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,1,moth,breathes,zoo-data,1
,,810,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,1,octopus,predator,zoo-data,0
,,811,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,hair,zoo-data,0
,,812,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,4,newt,legs,zoo-data,0
,,813,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,aquatic,zoo-data,0
,,814,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,legs,zoo-data,0
,,815,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,aquatic,zoo-data,1
,,816,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,1,hare,toothed,zoo-data,0
,,817,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,fins,zoo-data,1
,,818,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,fins,zoo-data,0
,,819,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,1,mole,tail,zoo-data,0
,,820,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,domestic,zoo-data,0
,,821,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,fins,zoo-data,0
,,822,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,type,zoo-data,0
,,823,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,1,wren,tail,zoo-data,1
,,824,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,1,hare,type,zoo-data,0
,,825,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,backbone,zoo-data,0
,,826,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,hair,zoo-data,0
,,827,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,4,mongoose,legs,zoo-data,0
,,828,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,5,newt,type,zoo-data,0
,,829,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,type,zoo-data,0
,,830,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,toothed,zoo-data,0
,,831,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,2,wren,type,zoo-data,1
,,832,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,hair,zoo-data,1
,,833,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,catsize,zoo-data,0
,,834,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,breathes,zoo-data,0
,,835,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,catsize,zoo-data,0
,,836,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,1,octopus,aquatic,zoo-data,0
,,837,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,hair,zoo-data,0
,,838,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,predator,zoo-data,0
,,839,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,catsize,zoo-data,1
,,840,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,milk,zoo-data,0
,,841,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,4,oryx,legs,zoo-data,0
,,842,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,1,moth,eggs,zoo-data,1
,,843,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,tail,zoo-data,0
,,844,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,milk,zoo-data,0
,,845,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,1,seawasp,aquatic,zoo-data,0
,,846,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,2,hawk,type,zoo-data,1
,,847,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,toothed,zoo-data,0
,,848,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,type,zoo-data,0
,,849,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,aquatic,zoo-data,1
,,850,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,1,octopus,catsize,zoo-data,0
,,851,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,backbone,zoo-data,0
,,852,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,1,seawasp,predator,zoo-data,0
,,853,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,hair,zoo-data,0
,,854,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,venomous,zoo-data,0
,,855,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,venomous,zoo-data,1
,,856,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,domestic,zoo-data,1
,,857,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,feathers,zoo-data,0
,,858,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,venomous,zoo-data,0
,,859,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,tail,zoo-data,0
,,860,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,predator,zoo-data,0
,,861,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,fins,zoo-data,0
,,862,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,0,penguin,milk,zoo-data,0
,,863,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,toothed,zoo-data,0
,,864,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,eggs,zoo-data,0
,,865,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,tail,zoo-data,0
,,866,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,predator,zoo-data,1
,,867,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,toothed,zoo-data,0
,,868,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,catsize,zoo-data,0
,,869,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,1,penguin,breathes,zoo-data,0
,,870,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,8,octopus,legs,zoo-data,0
,,871,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,predator,zoo-data,0
,,872,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,2,ostrich,type,zoo-data,0
,,873,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,catsize,zoo-data,1
,,874,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,breathes,zoo-data,0
,,875,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,predator,zoo-data,0
,,876,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,2,penguin,legs,zoo-data,0
,,877,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,domestic,zoo-data,0
,,878,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,aquatic,zoo-data,0
,,879,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,eggs,zoo-data,1
,,880,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,predator,zoo-data,0
,,881,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,predator,zoo-data,1
,,882,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,milk,zoo-data,1
,,883,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,2,penguin,type,zoo-data,0
,,884,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,0,opossum,catsize,zoo-data,0
,,885,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,feathers,zoo-data,0
,,886,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,toothed,zoo-data,1
,,887,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,breathes,zoo-data,0
,,888,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,1,kiwi,feathers,zoo-data,0
,,889,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,predator,zoo-data,1
,,890,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,aquatic,zoo-data,1
,,891,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,eggs,zoo-data,0
,,892,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,aquatic,zoo-data,0
,,893,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,1,penguin,tail,zoo-data,0
,,894,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,venomous,zoo-data,0
,,895,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T17:31:40.055035773Z,0,kiwi,milk,zoo-data,0
,,896,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,backbone,zoo-data,1
,,897,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,hair,zoo-data,0
,,898,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,backbone,zoo-data,0
,,899,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,breathes,zoo-data,0
,,900,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,milk,zoo-data,1
,,901,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,legs,zoo-data,0
,,902,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,0,ladybird,domestic,zoo-data,1
,,903,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,2,parakeet,legs,zoo-data,1
,,904,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,toothed,zoo-data,0
,,905,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,eggs,zoo-data,0
,,906,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,1,ostrich,catsize,zoo-data,0
,,907,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,4,pike,type,zoo-data,0
,,908,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,aquatic,zoo-data,0
,,909,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,milk,zoo-data,0
,,910,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,1,penguin,feathers,zoo-data,0
,,911,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,backbone,zoo-data,0
,,912,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,domestic,zoo-data,0
,,913,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,fins,zoo-data,1
,,914,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,milk,zoo-data,0
,,915,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,venomous,zoo-data,0
,,916,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,hair,zoo-data,0
,,917,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,hair,zoo-data,1
,,918,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,domestic,zoo-data,0
,,919,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,breathes,zoo-data,1
,,920,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,breathes,zoo-data,0
,,921,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,aquatic,zoo-data,0
,,922,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,venomous,zoo-data,0
